id,path,a,b,c,root_1,root_2,equation
eqn_1127,quadratic/eqn_1127,19,-4,-45,1.6478,-1.4373,19x² - 4x = 45
eqn_1128,quadratic/eqn_1128,10,-21,-2,2.1913,-0.0913,10x² - 21x = 2
eqn_1129,quadratic/eqn_1129,1,5,-2,0.3723,-5.3723,x² + 5x - 2 = 0
eqn_1130,quadratic/eqn_1130,6,42,39,-1.1021,-5.8979,42x + 39 = -6x²
eqn_1131,quadratic/eqn_1131,8,73,15,-0.2103,-8.9147,73x + 15 = -8x²
eqn_1132,quadratic/eqn_1132,12,7,-5,0.4167,-1.0,7x - 5 = -12x²
eqn_1133,quadratic/eqn_1133,10,-8,-39,2.4149,-1.6149,10x² - 8x = 39
eqn_1134,quadratic/eqn_1134,3,67,28,-0.426,-21.9073,67x + 28 = -3x²
eqn_1135,quadratic/eqn_1135,1,-5,-104,-13.0,8.0,(x + 13)(x - 8) = 0
eqn_1136,quadratic/eqn_1136,1,46,528,24.0,22.0,(x - 24)(x - 22) = 0
eqn_1137,quadratic/eqn_1137,1,14,-275,25.0,-11.0,(x - 25)(x + 11) = 0
eqn_1138,quadratic/eqn_1138,15,47,22,-0.5728,-2.5605,47x + 22 = -15x²
eqn_1139,quadratic/eqn_1139,1,15,-76,19.0,-4.0,(x - 19)(x + 4) = 0
eqn_1140,quadratic/eqn_1140,7,-6,0,0.8571,0.0, - 6x = -7x²
eqn_1141,quadratic/eqn_1141,11,53,14,-0.2805,-4.5377,53x + 14 = -11x²
eqn_1142,quadratic/eqn_1142,1,1,-110,11.0,-10.0,(x - 11)(x + 10) = 0
eqn_1143,quadratic/eqn_1143,18,12,-38,1.1574,-1.824,18x² + 12x = 38
eqn_1144,quadratic/eqn_1144,10,-24,-62,3.9641,-1.5641,10x² - 24x = 62
eqn_1145,quadratic/eqn_1145,17,9,-55,1.5534,-2.0828,17x² + 9x = 55
eqn_1146,quadratic/eqn_1146,4,94,60,-0.6566,-22.8434,94x + 60 = -4x²
eqn_1147,quadratic/eqn_1147,18,-10,1,0.4248,0.1308,18x² - 10x = -1
eqn_1148,quadratic/eqn_1148,1,1,-56,-7.0,8.0,(x + 7)(x - 8) = 0
eqn_1149,quadratic/eqn_1149,1,-23,-330,10.0,-33.0,(x - 10)(x + 33) = 0
eqn_1150,quadratic/eqn_1150,16,14,-24,0.863,-1.738,16x² + 14x = 24
eqn_1151,quadratic/eqn_1151,1,-28,75,-3.0,-25.0,(x + 3)(x + 25) = 0
eqn_1152,quadratic/eqn_1152,2,3,1,-0.5,-1.0,2x² + 3x + 1 = 0
eqn_1153,quadratic/eqn_1153,16,25,-71,1.4655,-3.028,16x² + 25x = 71
eqn_1154,quadratic/eqn_1154,11,-5,-82,2.967,-2.5125,11x² - 5x = 82
eqn_1155,quadratic/eqn_1155,16,9,-29,1.0941,-1.6566,16x² + 9x = 29
eqn_1156,quadratic/eqn_1156,6,51,43,-0.9491,-7.5509,51x + 43 = -6x²
eqn_1157,quadratic/eqn_1157,5,-1,-1,0.5583,-0.3583,5x² - x - 1 = 0
eqn_1158,quadratic/eqn_1158,12,81,7,-0.0876,-6.6624,81x + 7 = -12x²
eqn_1159,quadratic/eqn_1159,4,4,-6,0.8229,-1.8229,4x² + 4x - 6 = 0
eqn_1160,quadratic/eqn_1160,2,3,-9,1.5,-3.0,2x² + 3x - 9 = 0
eqn_1161,quadratic/eqn_1161,6,66,20,-0.3119,-10.6881,66x + 20 = -6x²
eqn_1162,quadratic/eqn_1162,3,2,-3,0.7208,-1.3874,3x² + 2x - 3 = 0
eqn_1163,quadratic/eqn_1163,1,-44,315,-9.0,-35.0,(x + 9)(x + 35) = 0
eqn_1164,quadratic/eqn_1164,4,85,57,-0.6932,-20.5568,85x + 57 = -4x²
eqn_1165,quadratic/eqn_1165,1,-21,-490,14.0,-35.0,(x - 14)(x + 35) = 0
eqn_1166,quadratic/eqn_1166,2,8,-8,0.8284,-4.8284,2x² + 8x - 8 = 0
eqn_1167,quadratic/eqn_1167,1,3,2,1.0,2.0,(x - 1)(x - 2) = 0
eqn_1168,quadratic/eqn_1168,19,11,-49,1.3423,-1.9213,19x² + 11x = 49
eqn_1169,quadratic/eqn_1169,1,-8,-48,-12.0,4.0,(x + 12)(x - 4) = 0
eqn_1170,quadratic/eqn_1170,1,-11,-782,23.0,-34.0,(x - 23)(x + 34) = 0
eqn_1171,quadratic/eqn_1171,7,46,67,-2.1791,-4.3923,46x + 67 = -7x²
eqn_1172,quadratic/eqn_1172,5,5,-5,0.618,-1.618,5x² + 5x - 5 = 0
eqn_1173,quadratic/eqn_1173,3,10,-7,0.5941,-3.9274,3x² + 10x - 7 = 0
eqn_1174,quadratic/eqn_1174,1,6,-27,-3.0,9.0,(x + 3)(x - 9) = 0
eqn_1175,quadratic/eqn_1175,1,-11,-522,18.0,-29.0,(x - 18)(x + 29) = 0
eqn_1176,quadratic/eqn_1176,1,4,-5,1.0,-5.0,x² + 4x - 5 = 0
eqn_1177,quadratic/eqn_1177,2,0,-1,0.7071,-0.7071,2x² - 1 = 0
eqn_1178,quadratic/eqn_1178,1,-42,341,-11.0,-31.0,(x + 11)(x + 31) = 0
eqn_1179,quadratic/eqn_1179,1,-3,-54,6.0,-9.0,(x - 6)(x + 9) = 0
eqn_1180,quadratic/eqn_1180,1,-1,-240,-16.0,15.0,(x + 16)(x - 15) = 0
eqn_1181,quadratic/eqn_1181,13,24,-23,0.696,-2.5421,13x² + 24x = 23
eqn_1182,quadratic/eqn_1182,12,39,12,-0.3441,-2.9059,39x + 12 = -12x²
eqn_1183,quadratic/eqn_1183,2,1,-8,1.7656,-2.2656,2x² + x - 8 = 0
eqn_1184,quadratic/eqn_1184,2,5,2,-0.5,-2.0,2x² + 5x + 2 = 0
eqn_1185,quadratic/eqn_1185,14,-15,-46,2.4259,-1.3544,14x² - 15x = 46
eqn_1186,quadratic/eqn_1186,1,7,-170,17.0,-10.0,(x - 17)(x + 10) = 0
eqn_1187,quadratic/eqn_1187,4,7,-3,0.3561,-2.1061,4x² + 7x - 3 = 0
eqn_1188,quadratic/eqn_1188,3,10,1,-0.1032,-3.2301,3x² + 10x + 1 = 0
eqn_1189,quadratic/eqn_1189,1,7,-2,0.2749,-7.2749,x² + 7x - 2 = 0
eqn_1190,quadratic/eqn_1190,1,14,-72,-4.0,18.0,(x + 4)(x - 18) = 0
eqn_1191,quadratic/eqn_1191,19,-24,-76,2.7289,-1.4658,19x² - 24x = 76
eqn_1192,quadratic/eqn_1192,1,39,380,19.0,20.0,(x - 19)(x - 20) = 0
eqn_1193,quadratic/eqn_1193,19,-2,-18,1.0274,-0.9221,19x² - 2x = 18
eqn_1194,quadratic/eqn_1194,15,64,13,-0.2138,-4.0528,64x + 13 = -15x²
eqn_1195,quadratic/eqn_1195,1,32,231,11.0,21.0,(x - 11)(x - 21) = 0
eqn_1196,quadratic/eqn_1196,1,6,-40,10.0,-4.0,(x - 10)(x + 4) = 0
eqn_1197,quadratic/eqn_1197,1,10,-6,0.5678,-10.5678,x² + 10x - 6 = 0
eqn_1198,quadratic/eqn_1198,1,21,-22,-1.0,22.0,(x + 1)(x - 22) = 0
eqn_1199,quadratic/eqn_1199,6,65,-2,0.0307,-10.864,65x - 2 = -6x²
eqn_1200,quadratic/eqn_1200,3,2,-6,1.1196,-1.7863,3x² + 2x - 6 = 0
eqn_1201,quadratic/eqn_1201,17,-5,-19,1.2144,-0.9203,17x² - 5x = 19
eqn_1202,quadratic/eqn_1202,1,-25,-54,2.0,-27.0,(x - 2)(x + 27) = 0
eqn_1203,quadratic/eqn_1203,12,4,-51,1.9016,-2.2349,12x² + 4x = 51
eqn_1204,quadratic/eqn_1204,3,-3,-7,2.1073,-1.1073,3x² - 3x - 7 = 0
eqn_1205,quadratic/eqn_1205,3,4,-3,0.5352,-1.8685,3x² + 4x - 3 = 0
eqn_1206,quadratic/eqn_1206,16,3,-20,1.0282,-1.2157,16x² + 3x = 20
eqn_1207,quadratic/eqn_1207,14,-23,-28,2.4569,-0.814,14x² - 23x = 28
eqn_1208,quadratic/eqn_1208,1,-22,-104,4.0,-26.0,(x - 4)(x + 26) = 0
eqn_1209,quadratic/eqn_1209,17,-19,-94,2.9758,-1.8581,17x² - 19x = 94
eqn_1210,quadratic/eqn_1210,1,-33,62,-2.0,-31.0,(x + 2)(x + 31) = 0
eqn_1211,quadratic/eqn_1211,11,27,-7,0.2365,-2.691,27x - 7 = -11x²
eqn_1212,quadratic/eqn_1212,1,22,-23,-1.0,23.0,(x + 1)(x - 23) = 0
eqn_1213,quadratic/eqn_1213,19,10,-13,0.6049,-1.1312,19x² + 10x = 13
eqn_1214,quadratic/eqn_1214,1,-34,253,-11.0,-23.0,(x + 11)(x + 23) = 0
eqn_1215,quadratic/eqn_1215,6,-14,-6,2.7033,-0.3699, - 14x - 6 = -6x²
eqn_1216,quadratic/eqn_1216,13,34,8,-0.2614,-2.354,34x + 8 = -13x²
eqn_1217,quadratic/eqn_1217,1,-11,-12,-12.0,1.0,(x + 12)(x - 1) = 0
eqn_1218,quadratic/eqn_1218,4,7,-10,0.9321,-2.6821,4x² + 7x - 10 = 0
eqn_1219,quadratic/eqn_1219,2,9,-7,0.6762,-5.1762,2x² + 9x - 7 = 0
eqn_1220,quadratic/eqn_1220,8,66,58,-1.0,-7.25,66x + 58 = -8x²
eqn_1221,quadratic/eqn_1221,1,-30,-216,6.0,-36.0,(x - 6)(x + 36) = 0
eqn_1222,quadratic/eqn_1222,12,17,-50,1.4523,-2.869,12x² + 17x = 50
eqn_1223,quadratic/eqn_1223,15,18,-88,1.8953,-3.0953,15x² + 18x = 88
eqn_1224,quadratic/eqn_1224,11,51,18,-0.3849,-4.2515,51x + 18 = -11x²
eqn_1225,quadratic/eqn_1225,14,70,51,-0.8853,-4.1147,70x + 51 = -14x²
eqn_1226,quadratic/eqn_1226,1,2,-5,1.4495,-3.4495,x² + 2x - 5 = 0
eqn_1227,quadratic/eqn_1227,1,-24,144,-12.0,-12.0,(x + 12)(x + 12) = 0
eqn_1228,quadratic/eqn_1228,5,68,8,-0.1187,-13.4813,68x + 8 = -5x²
eqn_1229,quadratic/eqn_1229,10,-1,-46,2.1953,-2.0953,10x² - x = 46
eqn_1230,quadratic/eqn_1230,1,3,-378,21.0,-18.0,(x - 21)(x + 18) = 0
eqn_1231,quadratic/eqn_1231,1,17,16,1.0,16.0,(x - 1)(x - 16) = 0
eqn_1232,quadratic/eqn_1232,1,-3,-4,4.0,-1.0,x² - 3x - 4 = 0
eqn_1233,quadratic/eqn_1233,18,0,-56,1.7638,-1.7638,18x² = 56
eqn_1234,quadratic/eqn_1234,11,91,37,-0.4288,-7.8439,91x + 37 = -11x²
eqn_1235,quadratic/eqn_1235,1,0,-289,17.0,-17.0,(x - 17)(x + 17) = 0
eqn_1236,quadratic/eqn_1236,16,91,56,-0.702,-4.9855,91x + 56 = -16x²
eqn_1237,quadratic/eqn_1237,4,80,35,-0.4475,-19.5525,80x + 35 = -4x²
eqn_1238,quadratic/eqn_1238,14,33,17,-0.7605,-1.5966,33x + 17 = -14x²
eqn_1239,quadratic/eqn_1239,7,31,21,-0.8348,-3.5938,31x + 21 = -7x²
eqn_1240,quadratic/eqn_1240,1,1,-240,16.0,-15.0,(x - 16)(x + 15) = 0
eqn_1241,quadratic/eqn_1241,9,76,33,-0.4592,-7.9853,76x + 33 = -9x²
eqn_1242,quadratic/eqn_1242,16,9,-85,2.0407,-2.6032,16x² + 9x = 85
eqn_1243,quadratic/eqn_1243,1,-3,1,2.618,0.382,x² - 3x + 1 = 0
eqn_1244,quadratic/eqn_1244,13,-15,1,1.0828,0.071,13x² - 15x = -1
eqn_1245,quadratic/eqn_1245,5,0,-3,0.7746,-0.7746,5x² - 3 = 0
eqn_1246,quadratic/eqn_1246,5,10,1,-0.1056,-1.8944,5x² + 10x + 1 = 0
eqn_1247,quadratic/eqn_1247,13,87,18,-0.2137,-6.4786,87x + 18 = -13x²
eqn_1248,quadratic/eqn_1248,20,3,-26,1.0676,-1.2176,20x² + 3x = 26
eqn_1249,quadratic/eqn_1249,19,18,-30,0.8692,-1.8166,19x² + 18x = 30
eqn_1250,quadratic/eqn_1250,10,-9,-58,2.9,-2.0,10x² - 9x = 58
eqn_1251,quadratic/eqn_1251,1,-10,-75,-15.0,5.0,(x + 15)(x - 5) = 0
eqn_1252,quadratic/eqn_1252,2,5,2,-0.5,-2.0,2x² + 5x + 2 = 0
eqn_1253,quadratic/eqn_1253,11,18,-96,2.2472,-3.8836,11x² + 18x = 96
eqn_1254,quadratic/eqn_1254,3,4,-2,0.3874,-1.7208,3x² + 4x - 2 = 0
eqn_1255,quadratic/eqn_1255,1,-37,322,-14.0,-23.0,(x + 14)(x + 23) = 0
eqn_1256,quadratic/eqn_1256,14,-9,-53,2.2935,-1.6506,14x² - 9x = 53
eqn_1257,quadratic/eqn_1257,3,68,77,-1.1954,-21.4713,68x + 77 = -3x²
eqn_1258,quadratic/eqn_1258,2,3,-2,0.5,-2.0,2x² + 3x - 2 = 0
eqn_1259,quadratic/eqn_1259,1,-19,70,-14.0,-5.0,(x + 14)(x + 5) = 0
eqn_1260,quadratic/eqn_1260,10,-4,-19,1.5928,-1.1928,10x² - 4x = 19
eqn_1261,quadratic/eqn_1261,1,-22,-408,12.0,-34.0,(x - 12)(x + 34) = 0
eqn_1262,quadratic/eqn_1262,12,7,-26,1.2089,-1.7922,12x² + 7x = 26
eqn_1263,quadratic/eqn_1263,2,3,-2,0.5,-2.0,2x² + 3x - 2 = 0
eqn_1264,quadratic/eqn_1264,1,-23,-210,7.0,-30.0,(x - 7)(x + 30) = 0
eqn_1265,quadratic/eqn_1265,16,62,25,-0.4572,-3.4178,62x + 25 = -16x²
eqn_1266,quadratic/eqn_1266,1,16,-57,19.0,-3.0,(x - 19)(x + 3) = 0
eqn_1267,quadratic/eqn_1267,10,82,66,-0.9047,-7.2953,82x + 66 = -10x²
eqn_1268,quadratic/eqn_1268,18,-18,-61,2.4076,-1.4076,18x² - 18x = 61
eqn_1269,quadratic/eqn_1269,1,-28,-165,5.0,-33.0,(x - 5)(x + 33) = 0
eqn_1270,quadratic/eqn_1270,15,60,19,-0.3467,-3.6533,60x + 19 = -15x²
eqn_1271,quadratic/eqn_1271,1,-1,-2,2.0,-1.0,x² - x - 2 = 0
eqn_1272,quadratic/eqn_1272,1,-23,132,-12.0,-11.0,(x + 12)(x + 11) = 0
eqn_1273,quadratic/eqn_1273,17,25,-33,0.8401,-2.3107,17x² + 25x = 33
eqn_1274,quadratic/eqn_1274,14,44,3,-0.0697,-3.0731,44x + 3 = -14x²
eqn_1275,quadratic/eqn_1275,1,-27,182,-13.0,-14.0,(x + 13)(x + 14) = 0
eqn_1276,quadratic/eqn_1276,1,6,0,0.0,-6.0,x² + 6x = 0
eqn_1277,quadratic/eqn_1277,3,1,-5,1.135,-1.4684,3x² + x - 5 = 0
eqn_1278,quadratic/eqn_1278,1,-12,-189,9.0,-21.0,(x - 9)(x + 21) = 0
eqn_1279,quadratic/eqn_1279,4,1,-8,1.2947,-1.5447,4x² + x - 8 = 0
eqn_1280,quadratic/eqn_1280,13,57,10,-0.1831,-4.2015,57x + 10 = -13x²
eqn_1281,quadratic/eqn_1281,1,8,-84,-6.0,14.0,(x + 6)(x - 14) = 0
eqn_1282,quadratic/eqn_1282,5,51,38,-0.8093,-9.3907,51x + 38 = -5x²
eqn_1283,quadratic/eqn_1283,1,8,-48,12.0,-4.0,(x - 12)(x + 4) = 0
eqn_1284,quadratic/eqn_1284,5,-1,0,0.2,0.0,5x² - x = 0
eqn_1285,quadratic/eqn_1285,1,30,200,10.0,20.0,(x - 10)(x - 20) = 0
eqn_1286,quadratic/eqn_1286,3,2,-3,0.7208,-1.3874,3x² + 2x - 3 = 0
eqn_1287,quadratic/eqn_1287,19,-4,-61,1.9001,-1.6896,19x² - 4x = 61
eqn_1288,quadratic/eqn_1288,1,28,115,23.0,5.0,(x - 23)(x - 5) = 0
eqn_1289,quadratic/eqn_1289,1,27,176,16.0,11.0,(x - 16)(x - 11) = 0
eqn_1290,quadratic/eqn_1290,11,45,-2,0.044,-4.1349,45x - 2 = -11x²
eqn_1291,quadratic/eqn_1291,11,17,-16,0.6596,-2.2051,11x² + 17x = 16
eqn_1292,quadratic/eqn_1292,13,3,-76,2.3052,-2.536,13x² + 3x = 76
eqn_1293,quadratic/eqn_1293,1,3,-1,0.3028,-3.3028,x² + 3x - 1 = 0
eqn_1294,quadratic/eqn_1294,3,9,-4,0.393,-3.393,3x² + 9x - 4 = 0
eqn_1295,quadratic/eqn_1295,1,1,-110,11.0,-10.0,(x - 11)(x + 10) = 0
eqn_1296,quadratic/eqn_1296,15,8,-82,2.0866,-2.6199,15x² + 8x = 82
eqn_1297,quadratic/eqn_1297,13,-13,-23,1.921,-0.921,13x² - 13x = 23
eqn_1298,quadratic/eqn_1298,5,5,-7,0.7845,-1.7845,5x² + 5x - 7 = 0
eqn_1299,quadratic/eqn_1299,12,-9,-44,2.3262,-1.5762,12x² - 9x = 44
eqn_1300,quadratic/eqn_1300,19,-10,-60,2.0596,-1.5333,19x² - 10x = 60
eqn_1301,quadratic/eqn_1301,2,5,-3,0.5,-3.0,2x² + 5x - 3 = 0
eqn_1302,quadratic/eqn_1302,1,8,-9,9.0,-1.0,(x - 9)(x + 1) = 0
eqn_1303,quadratic/eqn_1303,4,10,-10,0.7656,-3.2656,4x² + 10x - 10 = 0
eqn_1304,quadratic/eqn_1304,11,-13,-54,2.884,-1.7022,11x² - 13x = 54
eqn_1305,quadratic/eqn_1305,3,36,70,-2.441,-9.559,36x + 70 = -3x²
eqn_1306,quadratic/eqn_1306,20,-19,-79,2.5184,-1.5684,20x² - 19x = 79
eqn_1307,quadratic/eqn_1307,3,0,-10,1.8257,-1.8257,3x² - 10 = 0
eqn_1308,quadratic/eqn_1308,20,3,-71,1.8106,-1.9606,20x² + 3x = 71
eqn_1309,quadratic/eqn_1309,2,5,0,0.0,-2.5,2x² + 5x = 0
eqn_1310,quadratic/eqn_1310,5,8,1,-0.1367,-1.4633,5x² + 8x + 1 = 0
eqn_1311,quadratic/eqn_1311,1,28,115,5.0,23.0,(x - 5)(x - 23) = 0
eqn_1312,quadratic/eqn_1312,3,9,-9,0.7913,-3.7913,3x² + 9x - 9 = 0
eqn_1313,quadratic/eqn_1313,13,6,-61,1.9477,-2.4092,13x² + 6x = 61
eqn_1314,quadratic/eqn_1314,4,88,66,-0.7775,-21.2225,88x + 66 = -4x²
eqn_1315,quadratic/eqn_1315,1,10,-3,0.2915,-10.2915,x² + 10x - 3 = 0
eqn_1316,quadratic/eqn_1316,1,-6,-55,-11.0,5.0,(x + 11)(x - 5) = 0
eqn_1317,quadratic/eqn_1317,14,-3,-16,1.1815,-0.9673,14x² - 3x = 16
eqn_1318,quadratic/eqn_1318,1,10,1,-0.101,-9.899,x² + 10x + 1 = 0
eqn_1319,quadratic/eqn_1319,1,-11,-782,23.0,-34.0,(x - 23)(x + 34) = 0
eqn_1320,quadratic/eqn_1320,15,-6,-9,1.0,-0.6, - 6x - 9 = -15x²
eqn_1321,quadratic/eqn_1321,1,-43,432,-16.0,-27.0,(x + 16)(x + 27) = 0
eqn_1322,quadratic/eqn_1322,17,-6,-34,1.6017,-1.2487,17x² - 6x = 34
eqn_1323,quadratic/eqn_1323,1,-1,-600,24.0,-25.0,(x - 24)(x + 25) = 0
eqn_1324,quadratic/eqn_1324,1,-7,-30,3.0,-10.0,(x - 3)(x + 10) = 0
eqn_1325,quadratic/eqn_1325,16,-6,-94,2.6186,-2.2436,16x² - 6x = 94
eqn_1326,quadratic/eqn_1326,2,-3,1,1.0,0.5,2x² - 3x + 1 = 0
eqn_1327,quadratic/eqn_1327,12,-22,2,1.7374,0.0959,12x² - 22x = -2
eqn_1328,quadratic/eqn_1328,1,9,-90,15.0,-6.0,(x - 15)(x + 6) = 0
eqn_1329,quadratic/eqn_1329,14,4,-49,1.7334,-2.0191,14x² + 4x = 49
eqn_1330,quadratic/eqn_1330,11,-6,-1,0.6793,-0.1338,11x² - 6x = 1
eqn_1331,quadratic/eqn_1331,5,78,48,-0.6418,-14.9582,78x + 48 = -5x²
eqn_1332,quadratic/eqn_1332,3,5,-4,0.5907,-2.2573,3x² + 5x - 4 = 0
eqn_1333,quadratic/eqn_1333,1,39,350,25.0,14.0,(x - 25)(x - 14) = 0
eqn_1334,quadratic/eqn_1334,1,3,0,0.0,-3.0,x² + 3x = 0
eqn_1335,quadratic/eqn_1335,1,-34,64,-2.0,-32.0,(x + 2)(x + 32) = 0
eqn_1336,quadratic/eqn_1336,12,-19,-96,3.7288,-2.1455,12x² - 19x = 96
eqn_1337,quadratic/eqn_1337,3,1,-7,1.3699,-1.7033,3x² + x - 7 = 0
eqn_1338,quadratic/eqn_1338,13,9,-60,1.8299,-2.5222,13x² + 9x = 60
eqn_1339,quadratic/eqn_1339,16,69,72,-1.7697,-2.5428,69x + 72 = -16x²
eqn_1340,quadratic/eqn_1340,9,62,53,-1.0,-5.8889,62x + 53 = -9x²
eqn_1341,quadratic/eqn_1341,19,-12,-72,2.2879,-1.6563,19x² - 12x = 72
eqn_1342,quadratic/eqn_1342,11,29,-8,0.2518,-2.8882,29x - 8 = -11x²
eqn_1343,quadratic/eqn_1343,20,16,-93,1.7932,-2.5932,20x² + 16x = 93
eqn_1344,quadratic/eqn_1344,5,96,0,0.0,-19.2,96x = -5x²
eqn_1345,quadratic/eqn_1345,1,-28,75,-3.0,-25.0,(x + 3)(x + 25) = 0
eqn_1346,quadratic/eqn_1346,1,9,-252,21.0,-12.0,(x - 21)(x + 12) = 0
eqn_1347,quadratic/eqn_1347,2,-1,-5,1.8508,-1.3508,2x² - x - 5 = 0
eqn_1348,quadratic/eqn_1348,1,-14,40,-10.0,-4.0,(x + 10)(x + 4) = 0
eqn_1349,quadratic/eqn_1349,4,5,-10,1.0752,-2.3252,4x² + 5x - 10 = 0
eqn_1350,quadratic/eqn_1350,2,5,-3,0.5,-3.0,2x² + 5x - 3 = 0
eqn_1351,quadratic/eqn_1351,1,-28,192,-16.0,-12.0,(x + 16)(x + 12) = 0
eqn_1352,quadratic/eqn_1352,1,-6,-391,17.0,-23.0,(x - 17)(x + 23) = 0
eqn_1353,quadratic/eqn_1353,1,26,153,17.0,9.0,(x - 17)(x - 9) = 0
eqn_1354,quadratic/eqn_1354,1,4,-10,1.7417,-5.7417,x² + 4x - 10 = 0
eqn_1355,quadratic/eqn_1355,5,0,-2,0.6325,-0.6325,5x² - 2 = 0
eqn_1356,quadratic/eqn_1356,2,2,-3,0.8229,-1.8229,2x² + 2x - 3 = 0
eqn_1357,quadratic/eqn_1357,1,-41,378,-14.0,-27.0,(x + 14)(x + 27) = 0
eqn_1358,quadratic/eqn_1358,4,36,80,-4.0,-5.0,36x + 80 = -4x²
eqn_1359,quadratic/eqn_1359,1,0,-361,19.0,-19.0,(x - 19)(x + 19) = 0
eqn_1360,quadratic/eqn_1360,10,41,15,-0.4061,-3.6939,41x + 15 = -10x²
eqn_1361,quadratic/eqn_1361,1,-2,-288,16.0,-18.0,(x - 16)(x + 18) = 0
eqn_1362,quadratic/eqn_1362,1,4,0,0.0,-4.0,x² + 4x = 0
eqn_1363,quadratic/eqn_1363,1,-2,-99,-11.0,9.0,(x + 11)(x - 9) = 0
eqn_1364,quadratic/eqn_1364,11,-14,-39,2.6239,-1.3512,11x² - 14x = 39
eqn_1365,quadratic/eqn_1365,5,81,8,-0.0994,-16.1006,81x + 8 = -5x²
eqn_1366,quadratic/eqn_1366,1,-8,7,-7.0,-1.0,(x + 7)(x + 1) = 0
eqn_1367,quadratic/eqn_1367,16,9,-43,1.3821,-1.9446,16x² + 9x = 43
eqn_1368,quadratic/eqn_1368,1,30,216,18.0,12.0,(x - 18)(x - 12) = 0
eqn_1369,quadratic/eqn_1369,14,26,2,-0.0804,-1.7767,26x + 2 = -14x²
eqn_1370,quadratic/eqn_1370,3,-1,-5,1.4684,-1.135,3x² - x - 5 = 0
eqn_1371,quadratic/eqn_1371,3,-3,-8,2.2078,-1.2078,3x² - 3x - 8 = 0
eqn_1372,quadratic/eqn_1372,8,80,56,-0.7574,-9.2426,80x + 56 = -8x²
eqn_1373,quadratic/eqn_1373,1,-9,-286,13.0,-22.0,(x - 13)(x + 22) = 0
eqn_1374,quadratic/eqn_1374,5,45,60,-1.6277,-7.3723,45x + 60 = -5x²
eqn_1375,quadratic/eqn_1375,1,10,13,-1.5359,-8.4641,x² + 10x + 13 = 0
eqn_1376,quadratic/eqn_1376,1,-13,42,-6.0,-7.0,(x + 6)(x + 7) = 0
eqn_1377,quadratic/eqn_1377,8,75,-5,0.0662,-9.4412,75x - 5 = -8x²
eqn_1378,quadratic/eqn_1378,1,-28,187,-11.0,-17.0,(x + 11)(x + 17) = 0
eqn_1379,quadratic/eqn_1379,10,56,71,-1.9398,-3.6602,56x + 71 = -10x²
eqn_1380,quadratic/eqn_1380,3,5,-1,0.1805,-1.8471,3x² + 5x - 1 = 0
eqn_1381,quadratic/eqn_1381,16,-25,-36,2.4725,-0.91,16x² - 25x = 36
eqn_1382,quadratic/eqn_1382,18,24,-82,1.5694,-2.9027,18x² + 24x = 82
eqn_1383,quadratic/eqn_1383,10,22,-31,0.9761,-3.1761,10x² + 22x = 31
eqn_1384,quadratic/eqn_1384,1,-37,322,-14.0,-23.0,(x + 14)(x + 23) = 0
eqn_1385,quadratic/eqn_1385,1,-37,36,-1.0,-36.0,(x + 1)(x + 36) = 0
eqn_1386,quadratic/eqn_1386,1,18,-40,-2.0,20.0,(x + 2)(x - 20) = 0
eqn_1387,quadratic/eqn_1387,1,23,76,4.0,19.0,(x - 4)(x - 19) = 0
eqn_1388,quadratic/eqn_1388,10,3,-87,2.8034,-3.1034,10x² + 3x = 87
eqn_1389,quadratic/eqn_1389,19,-23,-11,1.5775,-0.367,19x² - 23x = 11
eqn_1390,quadratic/eqn_1390,13,16,-20,0.7692,-2.0,13x² + 16x = 20
eqn_1391,quadratic/eqn_1391,1,4,-77,11.0,-7.0,(x - 11)(x + 7) = 0
eqn_1392,quadratic/eqn_1392,2,4,-4,0.7321,-2.7321,2x² + 4x - 4 = 0
eqn_1393,quadratic/eqn_1393,1,-18,80,-10.0,-8.0,(x + 10)(x + 8) = 0
eqn_1394,quadratic/eqn_1394,1,10,-11,11.0,-1.0,(x - 11)(x + 1) = 0
eqn_1395,quadratic/eqn_1395,8,68,72,-1.2396,-7.2604,68x + 72 = -8x²
eqn_1396,quadratic/eqn_1396,1,-18,-63,3.0,-21.0,(x - 3)(x + 21) = 0
eqn_1397,quadratic/eqn_1397,4,1,-7,1.2038,-1.4538,4x² + x - 7 = 0
eqn_1398,quadratic/eqn_1398,1,17,-38,19.0,-2.0,(x - 19)(x + 2) = 0
eqn_1399,quadratic/eqn_1399,8,50,-5,0.0984,-6.3484,50x - 5 = -8x²
eqn_1400,quadratic/eqn_1400,10,23,-12,0.4382,-2.7382,10x² + 23x = 12
eqn_1401,quadratic/eqn_1401,1,-7,-330,15.0,-22.0,(x - 15)(x + 22) = 0
eqn_1402,quadratic/eqn_1402,1,9,6,-0.7251,-8.2749,x² + 9x + 6 = 0
eqn_1403,quadratic/eqn_1403,1,-22,72,-4.0,-18.0,(x + 4)(x + 18) = 0
eqn_1404,quadratic/eqn_1404,10,-19,-46,3.2957,-1.3957,10x² - 19x = 46
eqn_1405,quadratic/eqn_1405,14,-19,-22,2.104,-0.7469,14x² - 19x = 22
eqn_1406,quadratic/eqn_1406,13,-8,-27,1.7813,-1.1659,13x² - 8x = 27
eqn_1407,quadratic/eqn_1407,12,-3,-94,2.9266,-2.6766,12x² - 3x = 94
